6.964691855978616397e-01,-8.512708436871020412e-01
2.861393349503794648e-01,9.108640802938015035e-01
2.268514535642031094e-01,9.397306117796724312e-01
5.513147690828912317e-01,-3.237979358714317968e-01
7.194689697855630728e-01,-8.724512706668051676e-01
4.231064601244609591e-01,4.177759651763572335e-01
9.807641983846154821e-01,-1.530781416411577667e-01
6.848297385848632901e-01,-9.491341148698237973e-01
4.809319014843609352e-01,2.810486936010781478e-01
3.921175181941505272e-01,7.872412996284077202e-01
