3.929383711957232794e-01,8.635962440369174264e-02
-4.277213300992410705e-01,-6.438717253893857517e-01
-5.462970928715937813e-01,-6.749814691791049537e-01
1.026295381657824635e-01,-2.628915762576424231e-01
4.389379395711261456e-01,1.431774137042062522e-01
-1.537870797510780818e-01,-4.727288393782366760e-01
9.615283967692309641e-01,1.141669044377056769e-01
3.696594771697265802e-01,-1.803229527579142955e-01
-3.813619703127812954e-02,1.182141389317931113e-02
-2.157649636116989456e-01,-7.986456845978145980e-02
