-9.324269255372453102e+00,-8.524550141132946735e+00
-4.802893198206633407e+00,4.568390530471925892e+00
-9.151913292427430235e+00,-7.235600109377815947e+00
6.631406355381494144e+00,6.885713557351305525e+00
5.800550298482471057e+00,7.154082374540695177e+00
1.030102734071604509e+01,4.888417148777447707e+00
-4.442157856363377455e+00,3.011476657383327371e+00
5.061953406926654075e+00,8.619589596121628006e+00
8.593262134118289097e+00,-2.328679114750149992e+00
-3.598939639463502704e+00,1.564483815915510334e+00
9.158712793500402682e+00,3.975956089473732469e+00
1.331007260941902137e+00,-3.933398192121111414e-01
1.001414628633576598e+01,5.384689580291997402e+00
-1.058941054360873935e+01,-7.153026631569211702e+00
-1.801266134451876777e+00,2.448823251147097757e+00
1.075025165207713762e+01,5.083218783034178401e+00
7.878777871246573028e+00,-4.503642447218195954e+00
5.174783048690662746e+00,9.032733613555901542e+00
9.945238691508405893e+00,-2.786059567772693146e+00
8.292772147001977956e+00,3.914133036168329749e+00
8.124317874112453097e+00,3.648686966568674972e+00
-7.182381164889859448e+00,-5.348649135911172081e+00
-7.628654017429007617e+00,-5.622444681925051313e+00
8.564076902051603213e+00,3.286437483266593684e+00
4.679726980858616159e+00,9.086992533334832700e+00
8.894935418255467852e+00,-3.148716840213865442e+00
7.020317401728378703e-01,6.925920830038923004e-01
-5.870713340715541406e+00,5.196931512897331906e+00
-6.251747077627359594e+00,-5.662120318956977982e+00
6.590684546682558320e+00,-4.044331445504536049e+00
2.207465613873776711e+00,9.550252072906166845e-01
2.189087395041022788e-02,2.985516749680011905e+00
8.052580410821292389e+00,-3.195503897951982530e+00
8.272049334177916435e+00,3.060290899600635495e+00
9.341606495633319796e+00,1.905822471118692851e+00
-4.393413246095307478e+00,4.174136194900802899e+00
4.982400145250364787e+00,6.972887343270178562e+00
2.217080664163780135e+00,1.900862157496285842e+00
2.112863726649312213e+00,1.250369731860463629e+00
-7.587558258151803514e+00,-5.788967304278655135e+00
5.277009353735192754e+00,6.604691585852161317e+00
9.175362190129590090e+00,5.067239299847952516e+00
-1.065622508106048372e+01,-6.550546623413543657e+00
5.307903287500006506e+00,9.928244892935214949e+00
2.701498938623474899e+00,8.059302505191206834e+00
1.010699733060305583e+01,3.497151543085537995e+00
5.623454521890754343e+00,7.577149901953608158e+00
3.730150901232097915e+00,7.425294807957117271e+00
5.563102488530587308e+00,3.224073989834671750e+00
4.449397924554780559e+00,3.528399288330783978e+00
-5.943639655520733811e+00,-6.662680963729103567e+00
1.058955978943541965e+01,4.725982147282537404e+00
4.945468611519403090e+00,2.142391214800354327e+00
7.406061036900972283e+00,8.713543006223636311e+00
-7.863619294332222509e+00,-6.879530341198388577e+00
-1.013358432104930884e+01,-7.372320976133003079e+00
9.478501075148658472e+00,5.233003375121370482e+00
8.799172690462439661e+00,5.713686820682109868e+00
-1.013650711714607588e+01,-9.548902711807290444e+00
6.073522810817679307e+00,4.052325894522013527e+00
5.908101509651762839e+00,1.502126811832787734e+00
5.628796179813461364e+00,7.070876721772978435e+00
4.388645064474754776e+00,4.653097511230161132e+00
1.042043305099594974e+01,3.905343491530981037e+00
8.541030944384655044e+00,4.341097686469296946e+00
-4.136483084177122294e+00,4.355610656491127664e+00
1.029183383720622125e+01,2.560454546071071924e+00
-1.010452701640925888e+01,-7.888253901677580338e+00
8.015234553302189369e+00,-3.548367632690874185e+00
-8.681042573841793342e+00,-6.108337384274873827e+00
5.007742902992521117e+00,3.866650572896031424e+00
-9.374293898074565590e+00,-7.315958055724735232e+00
5.221872924315354325e+00,6.808809019274738361e+00
1.404509937537916198e+00,2.581109653935284687e+00
4.495560105017738728e+00,3.035133570933290947e+00
7.035026123492742478e+00,7.710411487216735082e+00
5.096242504368786008e+00,2.322865868542972834e+00
8.668016169652787539e+00,2.142373329418405969e+00
-5.990338116263592028e+00,-4.559052214440420414e+00
-7.385136214511652142e+00,-5.575911713331534791e+00
1.026134716586782680e+01,-4.111058644199854228e+00
6.589032390035557185e+00,1.021514302338566438e+01
3.412475456862054557e+00,2.508857228959981089e+00
5.269694149559324359e+00,9.198626660291200352e+00
-8.525514316241634916e+00,-8.311666036242296940e+00
-2.105141462759979820e+00,3.874656699885900668e+00
-6.333485367529193333e+00,-4.903982838152126433e+00
9.602314115563590491e+00,3.896321465641242821e+00
-3.298556943031860644e+00,2.259492927265893680e+00
5.461953978894463546e+00,6.715013595975557692e+00
6.222090202386210578e+00,-5.533249696915016891e+00
-2.805971359691752376e+00,2.880524545448787777e+00
-1.946058566507165022e-01,1.933078658243203574e+00
-9.645254527031035252e+00,-8.262837714929942123e+00
3.931809207379603599e+00,8.823307797043483447e+00
2.681695195419367295e+00,9.916325018399816393e-01
4.537231777197452409e+00,9.209127684630194821e+00
6.648542457014682938e+00,4.320721135052039585e+00
1.184126577577371009e+01,-4.693716432719878817e+00
2.078142086931658028e+00,2.600895912394190379e+00
